name,printed_name,mana_cost,cmc,type_line,printed_type_line,oracle_text,printed_text,power,toughness,loyalty,colors
Inertia Bubble,Inertia Bubble,1U,2.0,Enchantment — Aura,Enchantment — Aura,"Enchant artifact
Enchanted artifact doesn't untap during its controller's untap step.","Enchant artifact
Enchanted artifact doesn't untap during its controller's untap step.",,,,U
Off Balance,Off Balance,W,1.0,Instant,Instant,Target creature can't attack or block this turn.,Target creature can't attack or block this turn.,,,,W
Concentrate,Concentrate,2UU,4.0,Sorcery,Sorcery,Draw three cards.,Draw three cards.,,,,U
Glory,Glory,3WW,5.0,Creature — Incarnation,Creature — Incarnation,"Flying
{2}{W}: Choose a color. Creatures you control gain protection from the chosen color until end of turn. Activate only if this card is in your graveyard.","Flying
{2}{W}: Choose a color. Creatures you control gain protection from the chosen color until end of turn. Activate only if this card is in your graveyard.",3,3,,W
Guma,Guma,2R,3.0,Creature — Cat,Creature — Cat,Protection from blue,Protection from blue,2,2,,R
Stitch Together,Stitch Together,BB,2.0,Sorcery,Sorcery,"Return target creature card from your graveyard to your hand.
Threshold — Return that card from your graveyard to the battlefield instead if seven or more cards are in your graveyard.","Return target creature card from your graveyard to your hand.
Threshold — Return that card from your graveyard to the battlefield instead if seven or more cards are in your graveyard.",,,,B
Mischievous Poltergeist,Mischievous Poltergeist,2B,3.0,Creature — Spirit,Creature — Spirit,"Flying
Pay 1 life: Regenerate this creature.","Flying
Pay 1 life: Regenerate this creature.",1,1,,B
"Darigaaz, the Igniter","Darigaaz, the Igniter",3BRG,6.0,Legendary Creature — Dragon,Legendary Creature — Dragon,"Flying
Whenever Darigaaz deals combat damage to a player, you may pay {2}{R}. If you do, choose a color, then that player reveals their hand and Darigaaz deals damage to the player equal to the number of cards of that color revealed this way.","Flying
Whenever Darigaaz deals combat damage to a player, you may pay {2}{R}. If you do, choose a color, then that player reveals their hand and Darigaaz deals damage to the player equal to the number of cards of that color revealed this way.",6,6,,Z
Bog Smugglers,Bog Smugglers,1BB,3.0,Creature — Human Mercenary,Creature — Human Mercenary,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),2,2,,B
Dreamwinder,Dreamwinder,3U,4.0,Creature — Serpent,Creature — Serpent,"This creature can't attack unless defending player controls an Island.
{U}, Sacrifice an Island: Target land becomes an Island until end of turn.","This creature can't attack unless defending player controls an Island.
{U}, Sacrifice an Island: Target land becomes an Island until end of turn.",4,3,,U
Jagged Lightning,Jagged Lightning,3RR,5.0,Sorcery,Sorcery,Jagged Lightning deals 3 damage to each of two target creatures.,Jagged Lightning deals 3 damage to each of two target creatures.,,,,R
Call to the Grave,Call to the Grave,4B,5.0,Enchantment,Enchantment,"At the beginning of each player's upkeep, that player sacrifices a non-Zombie creature of their choice.
At the beginning of the end step, if no creatures are on the battlefield, sacrifice this enchantment.","At the beginning of each player's upkeep, that player sacrifices a non-Zombie creature of their choice.
At the beginning of the end step, if no creatures are on the battlefield, sacrifice this enchantment.",,,,B
Urborg Emissary,Urborg Emissary,2B,3.0,Creature — Human Wizard,Creature — Human Wizard,"Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
When this creature enters, if it was kicked, return target permanent to its owner's hand.","Kicker {1}{U} (You may pay an additional {1}{U} as you cast this spell.)
When this creature enters, if it was kicked, return target permanent to its owner's hand.",3,1,,B
Fire Whip,Fire Whip,1R,2.0,Enchantment — Aura,Enchantment — Aura,"Enchant creature you control
Enchanted creature has ""{T}: This creature deals 1 damage to any target.""
Sacrifice this Aura: It deals 1 damage to any target.","Enchant creature you control
Enchanted creature has ""{T}: This creature deals 1 damage to any target.""
Sacrifice this Aura: It deals 1 damage to any target.",,,,R
Territorial Dispute,Territorial Dispute,4RR,6.0,Enchantment,Enchantment,"At the beginning of your upkeep, sacrifice this enchantment unless you sacrifice a land.
Players can't play lands.","At the beginning of your upkeep, sacrifice this enchantment unless you sacrifice a land.
Players can't play lands.",,,,R
Waterfront Bouncer,Waterfront Bouncer,1U,2.0,Creature — Merfolk Spellshaper,Creature — Merfolk Spellshaper,"{U}, {T}, Discard a card: Return target creature to its owner's hand.","{U}, {T}, Discard a card: Return target creature to its owner's hand.",1,1,,U
Soulless One,Soulless One,3B,4.0,Creature — Zombie Avatar,Creature — Zombie Avatar,Soulless One's power and toughness are each equal to the number of Zombies on the battlefield plus the number of Zombie cards in all graveyards.,Soulless One's power and toughness are each equal to the number of Zombies on the battlefield plus the number of Zombie cards in all graveyards.,*,*,,B
Charging Rhino,Charging Rhino,3GG,5.0,Creature — Rhino,Creature — Rhino,This creature can't be blocked by more than one creature.,This creature can't be blocked by more than one creature.,4,4,,G
Tethered Griffin,Tethered Griffin,W,1.0,Creature — Griffin,Creature — Griffin,"Flying
When you control no enchantments, sacrifice this creature.","Flying
When you control no enchantments, sacrifice this creature.",2,3,,W
Kilnmouth Dragon,Kilnmouth Dragon,5RR,7.0,Creature — Dragon,Creature — Dragon,"Amplify 3 (As this creature enters, put three +1/+1 counters on it for each Dragon card you reveal in your hand.)
Flying
{T}: This creature deals damage equal to the number of +1/+1 counters on it to any target.","Amplify 3 (As this creature enters, put three +1/+1 counters on it for each Dragon card you reveal in your hand.)
Flying
{T}: This creature deals damage equal to the number of +1/+1 counters on it to any target.",5,5,,R
Flowstone Charger,Flowstone Charger,2RW,4.0,Creature — Beast,Creature — Beast,"Whenever this creature attacks, it gets +3/-3 until end of turn.","Whenever this creature attacks, it gets +3/-3 until end of turn.",2,5,,Z
Karmic Justice,Karmic Justice,2W,3.0,Enchantment,Enchantment,"Whenever a spell or ability an opponent controls destroys a noncreature permanent you control, you may destroy target permanent that opponent controls.","Whenever a spell or ability an opponent controls destroys a noncreature permanent you control, you may destroy target permanent that opponent controls.",,,,W
Beacon of Destiny,Beacon of Destiny,1W,2.0,Creature — Human Cleric,Creature — Human Cleric,"{T}: The next time a source of your choice would deal damage to you this turn, that damage is dealt to this creature instead.","{T}: The next time a source of your choice would deal damage to you this turn, that damage is dealt to this creature instead.",1,3,,W
Endangered Armodon,Endangered Armodon,2GG,4.0,Creature — Elephant,Creature — Elephant,"When you control a creature with toughness 2 or less, sacrifice this creature.","When you control a creature with toughness 2 or less, sacrifice this creature.",4,5,,G
Derelor,Derelor,3B,4.0,Creature — Thrull,Creature — Thrull,Black spells you cast cost {B} more to cast.,Black spells you cast cost {B} more to cast.,4,4,,B
Updraft,Updraft,1U,2.0,Instant,Instant,"Target creature gains flying until end of turn.
Draw a card at the beginning of the next turn's upkeep.","Target creature gains flying until end of turn.
Draw a card at the beginning of the next turn's upkeep.",,,,U
Tremble,Tremble,1R,2.0,Sorcery,Sorcery,Each player sacrifices a land of their choice.,Each player sacrifices a land of their choice.,,,,R
Mourning,Mourning,1B,2.0,Enchantment — Aura,Enchantment — Aura,"Enchant creature
Enchanted creature gets -2/-0.
{B}: Return this Aura to its owner's hand.","Enchant creature
Enchanted creature gets -2/-0.
{B}: Return this Aura to its owner's hand.",,,,B
Allied Strategies,Allied Strategies,4U,5.0,Sorcery,Sorcery,Domain — Target player draws a card for each basic land type among lands they control.,Domain — Target player draws a card for each basic land type among lands they control.,,,,U
Primordial Ooze,Primordial Ooze,R,1.0,Creature — Ooze,Creature — Ooze,"This creature attacks each combat if able.
At the beginning of your upkeep, put a +1/+1 counter on this creature. Then you may pay {X}, where X is the number of +1/+1 counters on it. If you don't, tap this creature and it deals X damage to you.","This creature attacks each combat if able.
At the beginning of your upkeep, put a +1/+1 counter on this creature. Then you may pay {X}, where X is the number of +1/+1 counters on it. If you don't, tap this creature and it deals X damage to you.",1,1,,R
Black Knight,Black Knight,BB,2.0,Creature — Human Knight,Creature — Human Knight,"First strike (This creature deals combat damage before creatures without first strike.)
Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)","First strike (This creature deals combat damage before creatures without first strike.)
Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)",2,2,,B
Solar Blast,Solar Blast,3R,4.0,Instant,Instant,"Solar Blast deals 3 damage to any target.
Cycling {1}{R}{R} ({1}{R}{R}, Discard this card: Draw a card.)
When you cycle this card, you may have it deal 1 damage to any target.","Solar Blast deals 3 damage to any target.
Cycling {1}{R}{R} ({1}{R}{R}, Discard this card: Draw a card.)
When you cycle this card, you may have it deal 1 damage to any target.",,,,R
Radjan Spirit,Radjan Spirit,3G,4.0,Creature — Spirit,Creature — Spirit,{T}: Target creature loses flying until end of turn.,{T}: Target creature loses flying until end of turn.,3,2,,G
Index,Index,U,1.0,Sorcery,Sorcery,"Look at the top five cards of your library, then put them back in any order.","Look at the top five cards of your library, then put them back in any order.",,,,U
Ghost Town,Ghost Town,,0.0,Land,Land,"{T}: Add {C}.
{0}: Return this land to its owner's hand. Activate only if it's not your turn.","{T}: Add {C}.
{0}: Return this land to its owner's hand. Activate only if it's not your turn.",,,,L
Fountain of Cho,Fountain of Cho,,0.0,Land,Land,"This land enters tapped.
{T}: Put a storage counter on this land.
{T}, Remove any number of storage counters from this land: Add {W} for each storage counter removed this way.","This land enters tapped.
{T}: Put a storage counter on this land.
{T}, Remove any number of storage counters from this land: Add {W} for each storage counter removed this way.",,,,L
Innocent Blood,Innocent Blood,B,1.0,Sorcery,Sorcery,Each player sacrifices a creature of their choice.,Each player sacrifices a creature of their choice.,,,,B
Song of Blood,Song of Blood,1R,2.0,Sorcery,Sorcery,"Mill four cards. Whenever a creature attacks this turn, it gets +1/+0 until end of turn for each creature card put into your graveyard this way.","Mill four cards. Whenever a creature attacks this turn, it gets +1/+0 until end of turn for each creature card put into your graveyard this way.",,,,R
Raise the Alarm,Raise the Alarm,1W,2.0,Instant,Instant,Create two 1/1 white Soldier creature tokens.,Create two 1/1 white Soldier creature tokens.,,,,W
