eng_name,chn_name,jpn_name,cost,mana,color,type,chn_type,pt,p,t,loyalty,rule,chn_rule,back_name,created,update
Akroma's Blessing,,,2W,3.0,W,Instant,,,,,,"Choose a color. Creatures you control gain protection from the chosen color until end of turn.
Cycling {W} ({W}, Discard this card: Draw a card.)",,,,
Ghastly Demise,,,B,1.0,B,Instant,,,,,,Destroy target nonblack creature if its toughness is less than or equal to the number of cards in your graveyard.,,,,
Solar Tide,,,4WW,6.0,W,Sorcery,,,,,,"Choose one —
• Destroy all creatures with power 2 or less.
• Destroy all creatures with power 3 or greater.
Entwine—Sacrifice two lands. (Choose both if you pay the entwine cost.)",,,,
Primal Growth,,,2G,3.0,G,Sorcery,,,,,,"Kicker—Sacrifice a creature. (You may sacrifice a creature in addition to any other costs as you cast this spell.)
Search your library for a basic land card, put that card onto the battlefield, then shuffle. If this spell was kicked, instead search your library for up to two basic land cards, put them onto the battlefield, then shuffle.",,,,
Iron-Heart Chimera,,,4,4.0,N,Artifact Creature — Chimera,,2/2,2,2,,"Vigilance
Sacrifice this creature: Put a +2/+2 counter on target Chimera creature. It gains vigilance. (This effect lasts indefinitely.)",,,,
Pure Reflection,,,2W,3.0,W,Enchantment,,,,,,"Whenever a player casts a creature spell, destroy all Reflections. Then that player creates an X/X white Reflection creature token, where X is the mana value of that spell.",,,,
Shu Elite Infantry,,,3W,4.0,W,Creature — Human Soldier,,3/3,3,3,,,,,,
Teferi's Veil,,,1U,2.0,U,Enchantment,,,,,,"Whenever a creature you control attacks, it phases out at end of combat. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)",,,,
Psionic Entity,,,4U,5.0,U,Creature — Illusion,,2/2,2,2,,{T}: This creature deals 2 damage to any target and 3 damage to itself.,,,,
Rabid Elephant,,,4G,5.0,G,Creature — Elephant,,3/4,3,4,,"Whenever this creature becomes blocked, it gets +2/+2 until end of turn for each creature blocking it.",,,,
Dismiss,,,2UU,4.0,U,Instant,,,,,,"Counter target spell.
Draw a card.",,,,
Scandalmonger,,,3B,4.0,B,Creature — Boar Monger,,3/3,3,3,,{2}: Target player discards a card. Any player may activate this ability but only as a sorcery.,,,,
Barbarian Outcast,,,1R,2.0,R,Creature — Human Barbarian Beast,,2/2,2,2,,"When you control no Swamps, sacrifice this creature.",,,,
Burgeoning,,,G,1.0,G,Enchantment,,,,,,"Whenever an opponent plays a land, you may put a land card from your hand onto the battlefield.",,,,
Hermetic Study,,,1U,2.0,U,Enchantment — Aura,,,,,,"Enchant creature
Enchanted creature has ""{T}: This creature deals 1 damage to any target.""",,,,
Shadowmage Infiltrator,,,1UB,3.0,Z,Creature — Human Wizard,,1/3,1,3,,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
Whenever this creature deals combat damage to a player, you may draw a card.",,,,
Warrior's Charge,,,2W,3.0,W,Sorcery,,,,,,Creatures you control get +1/+1 until end of turn.,,,,
Diminishing Returns,,,2UU,4.0,U,Sorcery,,,,,,Each player shuffles their hand and graveyard into their library. You exile the top ten cards of your library. Then each player draws up to seven cards.,,,,
"Rofellos, Llanowar Emissary",,,GG,2.0,G,Legendary Creature — Elf Druid,,2/1,2,1,,{T}: Add {G} for each Forest you control.,,,,
Heartwood Shard,,,3,3.0,N,Artifact,,,,,,"{3}, {T} or {G}, {T}: Target creature gains trample until end of turn.",,,,
Wheel of Torture,,,3,3.0,N,Artifact,,,,,,"At the beginning of each opponent's upkeep, this artifact deals X damage to that player, where X is 3 minus the number of cards in their hand.",,,,
Kor Haven,,,,0.0,L,Legendary Land,,,,,,"{T}: Add {C}.
{1}{W}, {T}: Prevent all combat damage that would be dealt by target attacking creature this turn.",,,,
Sanctimony,,,1W,2.0,W,Enchantment,,,,,,"Whenever an opponent taps a Mountain for mana, you may gain 1 life.",,,,
Divine Sacrament,,,1WW,3.0,W,Enchantment,,,,,,"White creatures get +1/+1.
Threshold — White creatures get an additional +1/+1 as long as seven or more cards are in your graveyard.",,,,
Slow Motion,,,2U,3.0,U,Enchantment — Aura,,,,,,"Enchant creature
At the beginning of the upkeep of enchanted creature's controller, that player sacrifices that creature unless they pay {2}.
When this Aura is put into a graveyard from the battlefield, return it to its owner's hand.",,,,
Cabal Shrine,,,1BB,3.0,B,Enchantment,,,,,,"Whenever a player casts a spell, that player discards X cards, where X is the number of cards in all graveyards with the same name as that spell.",,,,
Oath of Lieges,,,1W,2.0,W,Enchantment,,,,,,"At the beginning of each player's upkeep, that player chooses target player who controls more lands than they do and is their opponent. The first player may search their library for a basic land card, put that card onto the battlefield, then shuffle.",,,,
Fabricate,,,2U,3.0,U,Sorcery,,,,,,"Search your library for an artifact card, reveal it, put it into your hand, then shuffle.",,,,
Sengir Autocrat,,,3B,4.0,B,Creature — Human,,2/2,2,2,,"When this creature enters, create three 0/1 black Serf creature tokens.
When this creature leaves the battlefield, exile all Serf tokens.",,,,
Break Open,,,1R,2.0,R,Instant,,,,,,Turn target face-down creature an opponent controls face up.,,,,
Fervent Charge,,,1RWB,4.0,Z,Enchantment,,,,,,"Whenever a creature you control attacks, it gets +2/+2 until end of turn.",,,,
Orcish Oriflamme,,,3R,4.0,R,Enchantment,,,,,,Attacking creatures you control get +1/+0.,,,,
Gaea's Bounty,,,2G,3.0,G,Sorcery,,,,,,"Search your library for up to two Forest cards, reveal those cards, put them into your hand, then shuffle.",,,,
Topple,,,2W,3.0,W,Sorcery,,,,,,"Exile target creature with the greatest power among creatures on the battlefield. (If two or more creatures are tied for greatest power, target any one of them.)",,,,
Teferi's Care,,,2W,3.0,W,Enchantment,,,,,,"{W}, Sacrifice an enchantment: Destroy target enchantment.
{3}{U}{U}: Counter target enchantment spell.",,,,
Yawgmoth's Edict,,,1B,2.0,B,Enchantment,,,,,,"Whenever an opponent casts a white spell, that player loses 1 life and you gain 1 life.",,,,
Phyrexian Processor,,,4,4.0,N,Artifact,,,,,,"As this artifact enters, pay any amount of life.
{4}, {T}: Create an X/X black Phyrexian Minion creature token, where X is the life paid as this artifact entered.",,,,
Tainted Peak,,,,0.0,L,Land,,,,,,"{T}: Add {C}.
{T}: Add {B} or {R}. Activate only if you control a Swamp.",,,,
Elvish Aberration,,,5G,6.0,G,Creature — Elf Mutant,,4/5,4,5,,"{T}: Add {G}{G}{G}.
Forestcycling {2} ({2}, Discard this card: Search your library for a Forest card, reveal it, put it into your hand, then shuffle.)",,,,
Web,,,G,1.0,G,Enchantment — Aura,,,,,,"Enchant creature (Target a creature as you cast this. This card enters attached to that creature.)
Enchanted creature gets +0/+2 and has reach. (It can block creatures with flying.)",,,,
Chilling Apparition,,,2B,3.0,B,Creature — Spirit,,1/1,1,1,,"{B}: Regenerate this creature.
Whenever this creature deals combat damage to a player, that player discards a card.",,,,
Mark of Fury,,,R,1.0,R,Enchantment — Aura,,,,,,"Enchant creature
Enchanted creature has haste.
At the beginning of the end step, return this Aura to its owner's hand.",,,,
Mist of Stagnation,,,3UU,5.0,U,Enchantment,,,,,,"Permanents don't untap during their controllers' untap steps.
At the beginning of each player's upkeep, that player chooses a permanent for each card in their graveyard, then untaps those permanents.",,,,
Whiptail Wurm,,,6G,7.0,G,Creature — Wurm,,8/5,8,5,,,,,,
Immolation,,,R,1.0,R,Enchantment — Aura,,,,,,"Enchant creature
Enchanted creature gets +2/-2.",,,,
Strands of Night,,,2BB,4.0,B,Enchantment,,,,,,"{B}{B}, Pay 2 life, Sacrifice a Swamp: Return target creature card from your graveyard to the battlefield.",,,,
Flowstone Crusher,,,3RR,5.0,R,Creature — Beast,,4/4,4,4,,{R}: This creature gets +1/-1 until end of turn.,,,,
Krakilin,,,XGG,2.0,G,Creature — Beast,,0/0,0,0,,"This creature enters with X +1/+1 counters on it.
{1}{G}: Regenerate this creature.",,,,
Shadowblood Egg,,,1,1.0,N,Artifact,,,,,,"{2}, {T}, Sacrifice this artifact: Add {B}{R}. Draw a card.",,,,
Jeweled Spirit,,,3WW,5.0,W,Creature — Spirit,,3/3,3,3,,"Flying
Sacrifice two lands: This creature gains protection from artifacts or from the color of your choice until end of turn.",,,,
Taoist Mystic,,,2G,3.0,G,Creature — Human Mystic,,2/2,2,2,,This creature can't be blocked by creatures with horsemanship.,,,,
Dreamborn Muse,,,2UU,4.0,U,Creature — Spirit,,2/2,2,2,,"At the beginning of each player's upkeep, that player mills X cards, where X is the number of cards in their hand.",,,,
Dwarven Blastminer,,,1R,2.0,R,Creature — Dwarf,,1/1,1,1,,"{2}{R}, {T}: Destroy target nonbasic land.
Morph {R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",,,,
Mistform Mutant,,,4UU,6.0,U,Creature — Illusion Mutant,,3/4,3,4,,{1}{U}: Choose a creature type other than Wall. Target creature becomes that type until end of turn.,,,,
Manakin,,,2,2.0,N,Artifact Creature — Construct,,1/1,1,1,,{T}: Add {C}.,,,,
Vodalian Illusionist,,,2U,3.0,U,Creature — Merfolk Wizard,,2/2,2,2,,"{U}{U}, {T}: Target creature phases out. (While it's phased out, it's treated as though it doesn't exist. It phases in before its controller untaps during their next untap step.)",,,,
"Kangee, Aerie Keeper",,,2WU,4.0,Z,Legendary Creature — Bird Wizard,,2/2,2,2,,"Kicker {X}{2} (You may pay an additional {X}{2} as you cast this spell.)
Flying
When Kangee enters, if it was kicked, put X feather counters on it.
Other Bird creatures get +1/+1 for each feather counter on Kangee.",,,,
Mossfire Egg,,,1,1.0,N,Artifact,,,,,,"{2}, {T}, Sacrifice this artifact: Add {R}{G}. Draw a card.",,,,
Blanchwood Armor,,,2G,3.0,G,Enchantment — Aura,,,,,,"Enchant creature
Enchanted creature gets +1/+1 for each Forest you control.",,,,
Sage of Lat-Nam,,,1U,2.0,U,Creature — Human Artificer,,1/2,1,2,,"{T}, Sacrifice an artifact: Draw a card.",,,,
Dross Scorpion,,,4,4.0,N,Artifact Creature — Scorpion,,3/1,3,1,,"Whenever this creature or another artifact creature dies, you may untap target artifact.",,,,
Wei Scout,,,1B,2.0,B,Creature — Human Soldier Scout,,1/1,1,1,,Horsemanship (This creature can't be blocked except by creatures with horsemanship.),,,,
Megatherium,,,2G,3.0,G,Creature — Beast,,4/4,4,4,,"Trample
When this creature enters, sacrifice it unless you pay {1} for each card in your hand.",,,,
Totem Speaker,,,4G,5.0,G,Creature — Elf Druid,,3/3,3,3,,"Whenever a Beast enters, you may gain 3 life.",,,,
Righteous Indignation,,,2W,3.0,W,Enchantment,,,,,,"Whenever a creature blocks a black or red creature, the blocking creature gets +1/+1 until end of turn.",,,,
Dauthi Jackal,,,2B,3.0,B,Creature — Dauthi Jackal,,2/1,2,1,,"Shadow (This creature can block or be blocked by only creatures with shadow.)
{B}{B}, Sacrifice this creature: Destroy target blocking creature.",,,,
Ivory Mask,,,2WW,4.0,W,Enchantment,,,,,,You have shroud. (You can't be the target of spells or abilities.),,,,
Rushwood Herbalist,,,2G,3.0,G,Creature — Human Spellshaper,,2/2,2,2,,"{G}, {T}, Discard a card: Regenerate target creature.",,,,
Exclude,,,2U,3.0,U,Instant,,,,,,"Counter target creature spell.
Draw a card.",,,,
Annul,,,U,1.0,U,Instant,,,,,,Counter target artifact or enchantment spell.,,,,
Aether Tide,,,XU,1.0,U,Sorcery,,,,,,"As an additional cost to cast this spell, discard X creature cards.
Return X target creatures to their owners' hands.",,,,
Muck Rats,,,B,1.0,B,Creature — Rat,,1/1,1,1,,,,,,
Skirk Prospector,,,R,1.0,R,Creature — Goblin,,1/1,1,1,,Sacrifice a Goblin: Add {R}.,,,,
Maggot Therapy,,,2B,3.0,B,Enchantment — Aura,,,,,,"Flash
Enchant creature
Enchanted creature gets +2/-2.",,,,
Flayed Nim,,,3B,4.0,B,Creature — Skeleton,,2/2,2,2,,"Whenever this creature deals combat damage to a creature, that creature's controller loses that much life.
{2}{B}: Regenerate this creature.",,,,
Sliver Overlord,,,WUBRG,5.0,Z,Legendary Creature — Sliver Mutant,,7/7,7,7,,"{3}: Search your library for a Sliver card, reveal that card, put it into your hand, then shuffle.
{3}: Gain control of target Sliver. (This effect lasts indefinitely.)",,,,
Balance of Power,,,3UU,5.0,U,Sorcery,,,,,,"If target opponent has more cards in hand than you, draw cards equal to the difference.",,,,
Larceny,,,3BB,5.0,B,Enchantment,,,,,,"Whenever a creature you control deals combat damage to a player, that player discards a card.",,,,
Reflexes,,,R,1.0,R,Enchantment — Aura,,,,,,"Enchant creature (Target a creature as you cast this. This card enters attached to that creature.)
Enchanted creature has first strike. (It deals combat damage before creatures without first strike.)",,,,
Sylvan Tutor,,,G,1.0,G,Sorcery,,,,,,"Search your library for a creature card, reveal it, then shuffle and put that card on top.",,,,
Puppet's Verdict,,,1RR,3.0,R,Instant,,,,,,"Flip a coin. If you win the flip, destroy all creatures with power 2 or less. If you lose the flip, destroy all creatures with power 3 or greater.",,,,
Compost,,,1G,2.0,G,Enchantment,,,,,,"Whenever a black card is put into an opponent's graveyard from anywhere, you may draw a card.",,,,
Curfew,,,U,1.0,U,Instant,,,,,,Each player returns a creature they control to its owner's hand.,,,,
Cunning,,,1U,2.0,U,Enchantment — Aura,,,,,,"Enchant creature
Enchanted creature gets +3/+3.
When enchanted creature attacks or blocks, sacrifice this Aura at the beginning of the next cleanup step.",,,,
Clay Statue,,,4,4.0,N,Artifact Creature — Golem,,3/1,3,1,,{2}: Regenerate this creature.,,,,
Awe Strike,,,W,1.0,W,Instant,,,,,,"The next time target creature would deal damage this turn, prevent that damage. You gain life equal to the damage prevented this way.",,,,
Mirrorwood Treefolk,,,3G,4.0,G,Creature — Treefolk,,2/4,2,4,,"{2}{R}{W}: The next time damage would be dealt to this creature this turn, that damage is dealt to any target instead.",,,,
Storm Shaman,,,2R,3.0,R,Creature — Human Cleric Shaman,,0/4,0,4,,{R}: This creature gets +1/+0 until end of turn.,,,,
Death Pit Offering,,,2BB,4.0,B,Enchantment,,,,,,"When this enchantment enters, sacrifice all creatures you control.
Creatures you control get +2/+2.",,,,
Voracious Cobra,,,2RG,4.0,Z,Creature — Snake,,2/2,2,2,,"First strike
Whenever this creature deals combat damage to a creature, destroy that creature.",,,,
Undying Beast,,,3B,4.0,B,Creature — Beast,,3/2,3,2,,"When this creature dies, put it on top of its owner's library.",,,,
Rootwater Diver,,,U,1.0,U,Creature — Merfolk,,1/1,1,1,,"{T}, Sacrifice this creature: Return target artifact card from your graveyard to your hand.",,,,
Flowstone Strike,,,1R,2.0,R,Instant,,,,,,Target creature gets +1/-1 and gains haste until end of turn.,,,,
Path of Peace,,,3W,4.0,W,Sorcery,,,,,,Destroy target creature. Its owner gains 4 life.,,,,
Avatar of Fury,,,6RR,8.0,R,Creature — Avatar,,6/6,6,6,,"If an opponent controls seven or more lands, this spell costs {6} less to cast.
Flying
{R}: This creature gets +1/+0 until end of turn.",,,,
Boomerang,,,UU,2.0,U,Instant,,,,,,Return target permanent to its owner's hand.,,,,
Soul Channeling,,,2B,3.0,B,Enchantment — Aura,,,,,,"Enchant creature
Pay 2 life: Regenerate enchanted creature.",,,,
Pegasus Refuge,,,3W,4.0,W,Enchantment,,,,,,"{2}, Discard a card: Create a 1/1 white Pegasus creature token with flying.",,,,
